,DOI,Ecosystem,Taxonomic,GlobalChange,Forecasting,TOS,TT,filter
35,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Physiological,Biotic
36,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Physiological,Abiotic
37,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Behavioural,Abiotic
38,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Life History,Abiotic
39,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Morphological,Biotic
40,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Life History,Biotic
41,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Behavioural,Biotic
42,10.1002/ece3.1084,Terrestrial,Other,0,0,QModel,Morphological,Abiotic
43,10.1002/ece3.1260,Freshwater,Fish,0,0,Observational,Morphological,Trophic
44,10.1002/ece3.1260,Freshwater,Fish,0,0,Observational,Morphological,Abiotic
45,10.1002/ece3.1260,Freshwater,Fish,0,0,Observational,Morphological,Biotic
46,10.1002/ece3.1286,Terrestrial,Plants,Invasion,0,Experiment,Morphological,Biotic
47,10.1002/ece3.1286,Terrestrial,Plants,Invasion,0,Experiment,Life History,Biotic
48,10.1002/ece3.1286,Terrestrial,Plants,Invasion,0,Experiment,Physiological,Biotic
49,10.1002/ece3.1395,Freshwater,Fish,0,0,Experiment,Physiological,Trophic
50,10.1002/ece3.1395,Freshwater,Fish,0,0,Experiment,Behavioural,Trophic
51,10.1002/ece3.2081,Freshwater,Insects,0,0,Observational,Life History,Biotic
52,10.1002/ece3.2081,Freshwater,Insects,0,0,Observational,Behavioural,Abiotic
53,10.1002/ece3.2081,Freshwater,Insects,0,0,Observational,Behavioural,Biotic
54,10.1002/ece3.2081,Freshwater,Insects,0,0,Observational,Life History,Abiotic
55,10.1002/ece3.2328,Freshwater,Fish,0,0,Observational,Behavioural,Abiotic
56,10.1002/ece3.2328,Freshwater,Fish,0,0,QModel,Behavioural,Abiotic
57,10.1002/ece3.2328,Freshwater,Fish,0,0,Observational,Behavioural,Biotic
58,10.1002/ece3.2328,Freshwater,Fish,0,0,QModel,Morphological,Abiotic
59,10.1002/ece3.2328,Freshwater,Fish,0,0,QModel,Morphological,Biotic
60,10.1002/ece3.2328,Freshwater,Fish,0,0,Observational,Morphological,Biotic
61,10.1002/ece3.2328,Freshwater,Fish,0,0,Observational,Morphological,Abiotic
62,10.1002/ece3.2328,Freshwater,Fish,0,0,QModel,Behavioural,Biotic
63,10.1002/ece3.2606,Terrestrial,Insects,0,0,Observational,Behavioural,Abiotic
64,10.1002/ece3.2606,Terrestrial,Insects,0,0,Observational,Behavioural,Biotic
65,10.1002/ece3.2606,Terrestrial,Insects,0,0,Observational,Behavioural,Trophic
66,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Experiment,Life History,Abiotic
67,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,QModel,Physiological,Abiotic
68,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Experiment,Physiological,Abiotic
69,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Observational,Physiological,Abiotic
70,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Observational,Life History,Abiotic
71,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,QModel,Life History,Abiotic
72,10.1002/ece3.3068,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
73,10.1002/ece3.3268,Terrestrial,Plants,0,0,Observational,Life History,Biotic
74,10.1002/ece3.3268,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
75,10.1002/ece3.3297,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
76,10.1002/ece3.3297,Terrestrial,Plants,0,0,Observational,Physiological,Abiotic
77,10.1002/ece3.3297,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
78,10.1002/ece3.3541,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
79,10.1002/ece3.3541,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
80,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
81,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
82,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
83,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Life History,Biotic
84,10.1002/ece3.3613,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
85,10.1002/ece3.3613,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
86,10.1002/ece3.3969,Marine,Multiple,0,0,Observational,Morphological,Abiotic
87,10.1002/ece3.3969,Marine,Multiple,0,0,Observational,Life History,Abiotic
88,10.1002/ece3.4377,Terrestrial,Multiple,0,0,Review,Life History,Trophic
89,10.1002/ece3.4377,Terrestrial,Multiple,0,0,Review,Behavioural,Trophic
90,10.1002/ece3.4377,Terrestrial,Multiple,0,0,Review,Morphological,Trophic
91,10.1002/ece3.4896,Terrestrial,Mammals,0,0,Observational,Behavioural,Trophic
92,10.1002/ece3.5121,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
93,10.1002/ece3.5121,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
94,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,Observational,Morphological,Biotic
95,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,Observational,Morphological,Abiotic
96,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,QModel,Morphological,Abiotic
97,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,QModel,Morphological,Biotic
98,10.1002/ecm.1294/full,Terrestrial,Plants,0,0,TModel,Physiological,Abiotic
99,10.1002/ecm.1294/full,Terrestrial,Plants,0,0,TModel,Life History,Abiotic
100,10.1002/ecm.1294/full,Terrestrial,Plants,0,0,TModel,Morphological,Abiotic
101,10.1002/ecm.1297/full,Marine,Fish,Climate Change,1,Metanalysis,Physiological,Abiotic
102,10.1002/ecm.1297/full,Marine,Fish,Climate Change,1,Metanalysis,Life History,Abiotic
103,10.1002/ecm.1297/full,Marine,Fish,Climate Change,1,Metanalysis,Behavioural,Abiotic
104,10.1002/eco.1533,Terrestrial,Plants,0,0,Review,Life History,Abiotic
105,10.1002/eco.1533,Terrestrial,Plants,0,0,TModel,Life History,Abiotic
106,10.1002/eco.1655,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
107,10.1002/eco.1655,Terrestrial,Plants,0,0,Metanalysis,Morphological,Abiotic
108,10.1002/eco.1655,Terrestrial,Plants,0,0,Review,Morphological,Abiotic
109,10.1002/eco.1734,Freshwater,Fish,0,0,Observational,Life History,Abiotic
110,10.1002/eco.1734,Freshwater,Fish,0,0,Observational,Morphological,Abiotic
111,10.1002/ecs2.2101,Terrestrial,Insects,0,0,QModel,Life History,Dispersal
112,10.1002/ecs2.2101,Terrestrial,Insects,0,0,QModel,Behavioural,Dispersal
113,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Behavioural,Trophic
114,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Life History,Trophic
115,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Morphological,Trophic
116,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Morphological,Abiotic
117,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Behavioural,Abiotic
118,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Life History,Abiotic
119,10.1002/ecs2.2164,Terrestrial,Plants,0,0,Experiment,Life History,Biotic
120,10.1002/ecs2.2164,Terrestrial,Plants,0,0,Experiment,Morphological,Biotic
121,10.1002/ecs2.2220,Marine,Fish,0,0,Observational,Morphological,Abiotic
122,10.1002/ecs2.2324,Terrestrial,Birds,0,0,Observational,Morphological,Biotic
123,10.1002/ecs2.2324,Terrestrial,Birds,0,0,QModel,Behavioural,Biotic
124,10.1002/ecs2.2324,Terrestrial,Birds,0,0,QModel,Morphological,Biotic
125,10.1002/ecs2.2324,Terrestrial,Birds,0,0,Observational,Behavioural,Biotic
126,10.1002/ecs2.2374,Terrestrial,Plants,0,0,QModel,Life History,Abiotic
127,10.1002/ecs2.2374,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
128,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Behavioural,Trophic
129,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Behavioural,Abiotic
130,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Life History,Abiotic
131,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Morphological,Abiotic
132,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Morphological,Trophic
133,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Morphological,Biotic
134,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Life History,Trophic
135,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Life History,Biotic
136,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Behavioural,Biotic
137,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Morphological,Trophic
138,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Life History,Biotic
139,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Morphological,Biotic
140,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Life History,Trophic
141,10.1002/ecy.1802,Multiple,Multiple,0,0,QModel,Behavioural,Abiotic
142,10.1002/ecy.1802,Multiple,Multiple,0,0,QModel,Behavioural,Trophic
143,10.1002/ecy.1915,Terrestrial,Insects,0,0,Observational,Behavioural,Abiotic
144,10.1002/ecy.1990,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
145,10.1002/ecy.1990,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
146,10.1002/ecy.1990,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
147,10.1002/ecy.1990,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
148,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
149,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Life History,Dispersal
150,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Life History,Biotic
151,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Morphological,Dispersal
152,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Life History,Biotic
153,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Life History,Dispersal
154,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
155,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
156,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
157,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
158,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Life History,Abiotic
159,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Morphological,Dispersal
160,10.1002/ecy.2179,Terrestrial,Birds,Climate Change,0,QModel,Life History,Abiotic
161,10.1002/ecy.2436,Terrestrial,Insects,0,0,Observational,Morphological,Dispersal
162,10.1002/ecy.2436,Terrestrial,Insects,0,0,QModel,Morphological,Abiotic
163,10.1002/ecy.2436,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
164,10.1002/ecy.2436,Terrestrial,Insects,0,0,QModel,Morphological,Dispersal
165,10.1002/ecy.2533,Terrestrial,Plants,0,0,Observational,Physiological,Abiotic
166,10.1002/ecy.2533,Terrestrial,Plants,0,0,Observational,Physiological,Trophic
167,10.1002/rra.687,Freshwater,Fish,0,0,Observational,Morphological,Trophic
168,10.1002/rra.687,Freshwater,Fish,0,0,Observational,Morphological,Abiotic
169,10.1006/jaar.1998.0326,Terrestrial,Mammals,0,0,Observational,Behavioural,Biotic
170,10.1007/BF00133308,Terrestrial,Birds,Habitat Degredation,0,QModel,Life History,Abiotic
171,10.1007/BF00133308,Terrestrial,Birds,Habitat Degredation,0,QModel,Behavioural,Abiotic
172,10.1007/s00035-017-0198-6,Terrestrial,Plants,0,0,Observational,Physiological,Abiotic
173,10.1007/s00035-017-0198-6,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
174,10.1007/s00035-018-0199-0,Terrestrial,Plants,0,0,Experiment,Life History,Abiotic
175,10.1007/s00035-018-0199-0,Terrestrial,Plants,0,0,Experiment,Physiological,Abiotic
176,10.1007/s00035-018-0199-0,Terrestrial,Plants,0,0,Experiment,Morphological,Abiotic
177,10.1007/s00114-017-1475-3,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
178,10.1007/s00227-014-2568-6,Marine,Plankton,0,0,Observational,Morphological,Abiotic
179,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Morphological,Abiotic
180,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Life History,Abiotic
181,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Behavioural,Trophic
182,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Behavioural,Abiotic
183,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Morphological,Trophic
184,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Life History,Trophic
185,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Morphological,Abiotic
186,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Behavioural,Trophic
187,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Behavioural,Abiotic
188,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Morphological,Trophic
189,10.1007/s002650000260,Terrestrial,Multiple,0,0,Observational,Morphological,Trophic
190,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,Observational,Life History,Biotic
191,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,QModel,Life History,Abiotic
192,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,Observational,Life History,Abiotic
193,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,QModel,Life History,Biotic
194,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,QModel,Life History,Trophic
195,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,Observational,Life History,Trophic
196,10.1007/s00300-016-1946-6,Marine,Fish,0,0,QModel,Life History,Abiotic
197,10.1007/s00300-016-1946-6,Marine,Fish,0,0,QModel,Life History,Biotic
198,10.1007/s00338-013-1042-0,Marine,Fish,0,0,Observational,Behavioural,Trophic
199,10.1007/s00338-013-1042-0,Marine,Fish,0,0,Observational,Morphological,Trophic
200,10.1007/s00338-018-1689-7,Marine,Fish,0,0,QModel,Morphological,Trophic
201,10.1007/s00338-018-1689-7,Marine,Fish,0,0,QModel,Morphological,Abiotic
202,10.1007/s00360-013-0763-2,Terrestrial,Birds,0,0,Experiment,Physiological,Abiotic
203,10.1007/s00442-002-0935-3,Terrestrial,Plants,0,0,Experiment,Morphological,Biotic
204,10.1007/s00442-004-1650-z,Freshwater,Fish,0,0,Observational,Morphological,Trophic
205,10.1007/s00442-004-1650-z,Freshwater,Fish,0,0,Observational,Behavioural,Trophic
206,10.1007/s00442-004-1770-5,Terrestrial,Birds,0,0,QModel,Life History,Abiotic
207,10.1007/s00442-004-1770-5,Terrestrial,Birds,0,0,QModel,Behavioural,Abiotic
208,10.1007/s00442-009-1446-2,Terrestrial,Birds,Climate Change,0,Observational,Morphological,Abiotic
209,10.1007/s00442-010-1684-3,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
210,10.1007/s00442-010-1684-3,Terrestrial,Plants,0,0,Observational,Life History,Biotic
211,10.1007/s00442-010-1712-3,Marine,Fish,0,0,Experiment,Behavioural,Trophic
212,10.1007/s00442-010-1833-8,Marine,Fish,0,0,Observational,Life History,Abiotic
213,10.1007/s00442-010-1833-8,Marine,Fish,0,0,Observational,Morphological,Abiotic
214,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
215,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Behavioural,Biotic
216,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Morphological,Biotic
217,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Morphological,Trophic
218,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Morphological,Abiotic
219,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Behavioural,Abiotic
220,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Morphological,Biotic
221,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Behavioural,Trophic
222,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Behavioural,Biotic
223,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Morphological,Trophic
224,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
225,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Behavioural,Trophic
226,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
227,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
228,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Life History,Biotic
229,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
230,10.1007/s00442-012-2431-8,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
231,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,Experiment,Morphological,Biotic
232,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,TModel,Behavioural,Biotic
233,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,TModel,Morphological,Biotic
234,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,Experiment,Life History,Biotic
235,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,Experiment,Behavioural,Biotic
236,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,TModel,Life History,Biotic
237,10.1007/s00442-014-2917-7,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
238,10.1007/s00442-014-2917-7,Terrestrial,Insects,0,0,Observational,Life History,Abiotic
239,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Behavioural,Biotic
240,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
241,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Behavioural,Trophic
242,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Morphological,Biotic
243,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
244,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Morphological,Trophic
245,10.1007/s00442-014-3101-9,Terrestrial,Insects,0,0,Observational,Morphological,Trophic
246,10.1007/s00442-014-3101-9,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
247,10.1007/s00442-015-3295-5,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
248,10.1007/s00442-015-3295-5,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
249,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,Observational,Behavioural,Abiotic
250,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,Observational,Life History,Abiotic
251,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,QModel,Life History,Abiotic
252,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,Observational,Morphological,Abiotic
253,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,QModel,Morphological,Abiotic
254,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,QModel,Behavioural,Abiotic
255,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,Observational,Life History,Biotic
256,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,QModel,Physiological,Biotic
257,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
258,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,Observational,Physiological,Biotic
259,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
260,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,QModel,Life History,Biotic
261,10.1007/s00442-016-3547-z,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
262,10.1007/s00442-016-3631-4,Terrestrial,Insects,0,0,QModel,Life History,Trophic
263,10.1007/s00442-016-3631-4,Terrestrial,Insects,0,0,QModel,Behavioural,Trophic
264,10.1007/s00442-016-3700-8,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
265,10.1007/s00442-016-3700-8,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
266,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,QModel,Life History,Abiotic
267,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,Observational,Morphological,Abiotic
268,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,QModel,Morphological,Abiotic
269,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,Observational,Life History,Abiotic
270,10.1007/s00442-017-4041-y,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
271,10.1007/s00442-017-4041-y,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
272,10.1007/s00442-017-4053-7,Terrestrial,Birds,Climate Change,0,QModel,Physiological,Abiotic
273,10.1007/s00442-017-4053-7,Terrestrial,Birds,Climate Change,0,QModel,Life History,Abiotic
274,10.1007/s00442-017-4053-7,Terrestrial,Birds,Climate Change,0,QModel,Behavioural,Abiotic
275,10.1007/s00442-018-4074-x,Freshwater,Plants,0,0,Review,Morphological,Abiotic
276,10.1007/s00442-018-4074-x,Freshwater,Plants,0,0,Review,Morphological,Dispersal
277,10.1007/s00442-018-4162-y,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
278,10.1007/s00442-018-4162-y,Terrestrial,Plants,0,0,Observational,Morphological,Trophic
279,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,QModel,Life History,Biotic
280,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
281,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,QModel,Life History,Abiotic
282,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,Observational,Life History,Biotic
283,10.1007/s004420000504,Freshwater,Fish,0,0,Observational,Life History,Abiotic
284,10.1007/s004420000504,Freshwater,Fish,0,0,Observational,Life History,Trophic
285,10.1007/s00468-011-0632-0,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
286,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Morphological,Abiotic
287,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Behavioural,Abiotic
288,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Life History,Biotic
289,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Life History,Abiotic
290,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Morphological,Biotic
291,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Behavioural,Biotic
292,10.1007/s10071-018-1209-8,Marine,Fish,0,0,Experiment,Behavioural,Trophic
293,10.1007/s10336-005-0011-y,Terrestrial,Birds,Climate Change,0,Observational,Life History,Abiotic
294,10.1007/s10452-015-9546-z,Freshwater,Other,0,0,Observational,Morphological,Abiotic
295,10.1007/s10452-016-9596-x,Freshwater,Plants,Global Change Broad,0,Review,Life History,Biotic
296,10.1007/s10452-016-9596-x,Freshwater,Plants,Global Change Broad,0,Review,Life History,Abiotic
297,10.1007/s10452-016-9597-9,Freshwater,Herpetofauna,0,0,Observational,Morphological,Dispersal
298,10.1007/s10452-016-9597-9,Freshwater,Herpetofauna,0,0,Observational,Morphological,Abiotic
299,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Life History,Abiotic
300,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Morphological,Abiotic
301,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Morphological,Biotic
302,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Physiological,Biotic
303,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Physiological,Abiotic
