,DOI,Ecosystem,Taxonomic,GlobalChange,Forecasting,TOS,TT,filter
65,10.1002/ece3.2606,Terrestrial,Insects,0,0,Observational,Behavioural,Trophic
66,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Observational,Life History,Abiotic
67,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Observational,Physiological,Abiotic
68,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Experiment,Life History,Abiotic
69,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,Experiment,Physiological,Abiotic
70,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,QModel,Life History,Abiotic
71,10.1002/ece3.263,Terrestrial,Herpetofauna,Invasion,0,QModel,Physiological,Abiotic
72,10.1002/ece3.3068,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
73,10.1002/ece3.3268,Terrestrial,Plants,0,0,Observational,Life History,Biotic
74,10.1002/ece3.3268,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
75,10.1002/ece3.3297,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
76,10.1002/ece3.3297,Terrestrial,Plants,0,0,Observational,Physiological,Abiotic
77,10.1002/ece3.3297,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
78,10.1002/ece3.3541,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
79,10.1002/ece3.3541,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
80,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
81,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
82,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
83,10.1002/ece3.3609,Terrestrial,Plants,0,0,Observational,Life History,Biotic
84,10.1002/ece3.3613,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
85,10.1002/ece3.3613,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
86,10.1002/ece3.3969,Marine,Multiple,0,0,Observational,Life History,Abiotic
87,10.1002/ece3.3969,Marine,Multiple,0,0,Observational,Morphological,Abiotic
88,10.1002/ece3.4377,Terrestrial,Multiple,0,0,Review,Life History,Trophic
89,10.1002/ece3.4377,Terrestrial,Multiple,0,0,Review,Behavioural,Trophic
90,10.1002/ece3.4377,Terrestrial,Multiple,0,0,Review,Morphological,Trophic
91,10.1002/ece3.4896,Terrestrial,Mammals,0,0,Observational,Behavioural,Trophic
92,10.1002/ece3.5121,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
93,10.1002/ece3.5121,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
94,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,Observational,Morphological,Abiotic
95,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,Observational,Morphological,Biotic
96,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,QModel,Morphological,Abiotic
97,10.1002/ece3.908,Terrestrial,Herpetofauna,0,0,QModel,Morphological,Biotic
98,10.1002/ecm.1294/full,Terrestrial,Plants,0,0,TModel,Morphological,Abiotic
99,10.1002/ecm.1294/full,Terrestrial,Plants,0,0,TModel,Physiological,Abiotic
100,10.1002/ecm.1294/full,Terrestrial,Plants,0,0,TModel,Life History,Abiotic
101,10.1002/ecm.1297/full,Marine,Fish,Climate Change,1,Metanalysis,Behavioural,Abiotic
102,10.1002/ecm.1297/full,Marine,Fish,Climate Change,1,Metanalysis,Physiological,Abiotic
103,10.1002/ecm.1297/full,Marine,Fish,Climate Change,1,Metanalysis,Life History,Abiotic
104,10.1002/eco.1533,Terrestrial,Plants,0,0,Review,Life History,Abiotic
105,10.1002/eco.1533,Terrestrial,Plants,0,0,TModel,Life History,Abiotic
106,10.1002/eco.1655,Terrestrial,Plants,0,0,Review,Morphological,Abiotic
107,10.1002/eco.1655,Terrestrial,Plants,0,0,Metanalysis,Morphological,Abiotic
108,10.1002/eco.1655,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
109,10.1002/eco.1734,Freshwater,Fish,0,0,Observational,Life History,Abiotic
110,10.1002/eco.1734,Freshwater,Fish,0,0,Observational,Morphological,Abiotic
111,10.1002/ecs2.2101,Terrestrial,Insects,0,0,QModel,Behavioural,Dispersal
112,10.1002/ecs2.2101,Terrestrial,Insects,0,0,QModel,Life History,Dispersal
113,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Behavioural,Trophic
114,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Behavioural,Abiotic
115,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Morphological,Trophic
116,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Morphological,Abiotic
117,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Life History,Trophic
118,10.1002/ecs2.2125,Terrestrial,Herpetofauna,0,0,Experiment,Life History,Abiotic
119,10.1002/ecs2.2164,Terrestrial,Plants,0,0,Experiment,Morphological,Biotic
120,10.1002/ecs2.2164,Terrestrial,Plants,0,0,Experiment,Life History,Biotic
121,10.1002/ecs2.2220,Marine,Fish,0,0,Observational,Morphological,Abiotic
122,10.1002/ecs2.2324,Terrestrial,Birds,0,0,Observational,Morphological,Biotic
123,10.1002/ecs2.2324,Terrestrial,Birds,0,0,Observational,Behavioural,Biotic
124,10.1002/ecs2.2324,Terrestrial,Birds,0,0,QModel,Morphological,Biotic
125,10.1002/ecs2.2324,Terrestrial,Birds,0,0,QModel,Behavioural,Biotic
126,10.1002/ecs2.2374,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
127,10.1002/ecs2.2374,Terrestrial,Plants,0,0,QModel,Life History,Abiotic
128,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Behavioural,Abiotic
129,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Behavioural,Trophic
130,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Behavioural,Biotic
131,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Life History,Abiotic
132,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Life History,Trophic
133,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Life History,Biotic
134,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Morphological,Abiotic
135,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Morphological,Trophic
136,10.1002/ecs2.2460,Marine,Multiple,0,0,Observational,Morphological,Biotic
137,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Morphological,Trophic
138,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Morphological,Biotic
139,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Life History,Trophic
140,10.1002/ecy.1485,Freshwater,Multiple,Invasion,0,Experiment,Life History,Biotic
141,10.1002/ecy.1802,Multiple,Multiple,0,0,QModel,Behavioural,Trophic
142,10.1002/ecy.1802,Multiple,Multiple,0,0,QModel,Behavioural,Abiotic
143,10.1002/ecy.1915,Terrestrial,Insects,0,0,Observational,Behavioural,Abiotic
144,10.1002/ecy.1990,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
145,10.1002/ecy.1990,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
146,10.1002/ecy.1990,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
147,10.1002/ecy.1990,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
148,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Life History,Biotic
149,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
150,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Life History,Dispersal
151,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
152,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
153,10.1002/ecy.2079,Terrestrial,Plants,0,0,Observational,Morphological,Dispersal
154,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Life History,Biotic
155,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Life History,Abiotic
156,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Life History,Dispersal
157,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
158,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
159,10.1002/ecy.2079,Terrestrial,Plants,0,0,QModel,Morphological,Dispersal
160,10.1002/ecy.2179,Terrestrial,Birds,Climate Change,0,QModel,Life History,Abiotic
161,10.1002/ecy.2436,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
162,10.1002/ecy.2436,Terrestrial,Insects,0,0,Observational,Morphological,Dispersal
163,10.1002/ecy.2436,Terrestrial,Insects,0,0,QModel,Morphological,Abiotic
164,10.1002/ecy.2436,Terrestrial,Insects,0,0,QModel,Morphological,Dispersal
165,10.1002/ecy.2533,Terrestrial,Plants,0,0,Observational,Physiological,Abiotic
166,10.1002/ecy.2533,Terrestrial,Plants,0,0,Observational,Physiological,Trophic
167,10.1002/rra.687,Freshwater,Fish,0,0,Observational,Morphological,Abiotic
168,10.1002/rra.687,Freshwater,Fish,0,0,Observational,Morphological,Trophic
169,10.1006/jaar.1998.0326,Terrestrial,Mammals,0,0,Observational,Behavioural,Biotic
170,10.1007/BF00133308,Terrestrial,Birds,Habitat Degredation,0,QModel,Life History,Abiotic
171,10.1007/BF00133308,Terrestrial,Birds,Habitat Degredation,0,QModel,Behavioural,Abiotic
172,10.1007/s00035-017-0198-6,Terrestrial,Plants,0,0,Observational,Physiological,Abiotic
173,10.1007/s00035-017-0198-6,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
174,10.1007/s00035-018-0199-0,Terrestrial,Plants,0,0,Experiment,Morphological,Abiotic
175,10.1007/s00035-018-0199-0,Terrestrial,Plants,0,0,Experiment,Physiological,Abiotic
176,10.1007/s00035-018-0199-0,Terrestrial,Plants,0,0,Experiment,Life History,Abiotic
177,10.1007/s00114-017-1475-3,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
178,10.1007/s00227-014-2568-6,Marine,Plankton,0,0,Observational,Morphological,Abiotic
179,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Life History,Trophic
180,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Life History,Abiotic
181,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Morphological,Trophic
182,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Morphological,Abiotic
183,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Behavioural,Trophic
184,10.1007/s00265-006-0160-x,Terrestrial,Birds,0,0,Observational,Behavioural,Abiotic
185,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Morphological,Abiotic
186,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Morphological,Trophic
187,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Behavioural,Abiotic
188,10.1007/s00265-010-1031-z,Terrestrial,Insects,0,0,Experiment,Behavioural,Trophic
189,10.1007/s002650000260,Terrestrial,Multiple,0,0,Observational,Morphological,Trophic
190,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,Observational,Life History,Biotic
191,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,Observational,Life History,Abiotic
192,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,Observational,Life History,Trophic
193,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,QModel,Life History,Biotic
194,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,QModel,Life History,Abiotic
195,10.1007/s00300-015-1872-z,Terrestrial,Multiple,Climate Change,0,QModel,Life History,Trophic
196,10.1007/s00300-016-1946-6,Marine,Fish,0,0,QModel,Life History,Abiotic
197,10.1007/s00300-016-1946-6,Marine,Fish,0,0,QModel,Life History,Biotic
198,10.1007/s00338-013-1042-0,Marine,Fish,0,0,Observational,Behavioural,Trophic
199,10.1007/s00338-013-1042-0,Marine,Fish,0,0,Observational,Morphological,Trophic
200,10.1007/s00338-018-1689-7,Marine,Fish,0,0,QModel,Morphological,Abiotic
201,10.1007/s00338-018-1689-7,Marine,Fish,0,0,QModel,Morphological,Trophic
202,10.1007/s00360-013-0763-2,Terrestrial,Birds,0,0,Experiment,Physiological,Abiotic
203,10.1007/s00442-002-0935-3,Terrestrial,Plants,0,0,Experiment,Morphological,Biotic
204,10.1007/s00442-004-1650-z,Freshwater,Fish,0,0,Observational,Behavioural,Trophic
205,10.1007/s00442-004-1650-z,Freshwater,Fish,0,0,Observational,Morphological,Trophic
206,10.1007/s00442-004-1770-5,Terrestrial,Birds,0,0,QModel,Behavioural,Abiotic
207,10.1007/s00442-004-1770-5,Terrestrial,Birds,0,0,QModel,Life History,Abiotic
208,10.1007/s00442-009-1446-2,Terrestrial,Birds,Climate Change,0,Observational,Morphological,Abiotic
209,10.1007/s00442-010-1684-3,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
210,10.1007/s00442-010-1684-3,Terrestrial,Plants,0,0,Observational,Life History,Biotic
211,10.1007/s00442-010-1712-3,Marine,Fish,0,0,Experiment,Behavioural,Trophic
212,10.1007/s00442-010-1833-8,Marine,Fish,0,0,Observational,Life History,Abiotic
213,10.1007/s00442-010-1833-8,Marine,Fish,0,0,Observational,Morphological,Abiotic
214,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Behavioural,Biotic
215,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Behavioural,Trophic
216,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
217,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Morphological,Biotic
218,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Morphological,Trophic
219,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
220,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Behavioural,Biotic
221,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Behavioural,Trophic
222,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Behavioural,Abiotic
223,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Morphological,Biotic
224,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Morphological,Trophic
225,10.1007/s00442-010-1854-3,Terrestrial,Mammals,0,0,QModel,Morphological,Abiotic
226,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
227,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Life History,Biotic
228,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
229,10.1007/s00442-011-1980-6,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
230,10.1007/s00442-012-2431-8,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
231,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,Experiment,Behavioural,Biotic
232,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,Experiment,Life History,Biotic
233,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,Experiment,Morphological,Biotic
234,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,TModel,Behavioural,Biotic
235,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,TModel,Life History,Biotic
236,10.1007/s00442-013-2673-0,Freshwater,Other,0,0,TModel,Morphological,Biotic
237,10.1007/s00442-014-2917-7,Terrestrial,Insects,0,0,Observational,Life History,Abiotic
238,10.1007/s00442-014-2917-7,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
239,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Morphological,Trophic
240,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Morphological,Biotic
241,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Morphological,Abiotic
242,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Behavioural,Trophic
243,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Behavioural,Biotic
244,10.1007/s00442-014-3039-y,Terrestrial,Mammals,0,0,Observational,Behavioural,Abiotic
245,10.1007/s00442-014-3101-9,Terrestrial,Insects,0,0,Observational,Morphological,Trophic
246,10.1007/s00442-014-3101-9,Terrestrial,Insects,0,0,Observational,Morphological,Abiotic
247,10.1007/s00442-015-3295-5,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
248,10.1007/s00442-015-3295-5,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
249,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,Observational,Life History,Abiotic
250,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,Observational,Behavioural,Abiotic
251,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,Observational,Morphological,Abiotic
252,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,QModel,Life History,Abiotic
253,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,QModel,Behavioural,Abiotic
254,10.1007/s00442-015-3345-z,Freshwater,Other,0,0,QModel,Morphological,Abiotic
255,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,Observational,Physiological,Biotic
256,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,Observational,Morphological,Biotic
257,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,Observational,Life History,Biotic
258,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,QModel,Physiological,Biotic
259,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
260,10.1007/s00442-015-3430-3,Terrestrial,Plants,0,0,QModel,Life History,Biotic
261,10.1007/s00442-016-3547-z,Terrestrial,Plants,0,0,QModel,Morphological,Biotic
262,10.1007/s00442-016-3631-4,Terrestrial,Insects,0,0,QModel,Behavioural,Trophic
263,10.1007/s00442-016-3631-4,Terrestrial,Insects,0,0,QModel,Life History,Trophic
264,10.1007/s00442-016-3700-8,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
265,10.1007/s00442-016-3700-8,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
266,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,Observational,Morphological,Abiotic
267,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,Observational,Life History,Abiotic
268,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,QModel,Morphological,Abiotic
269,10.1007/s00442-017-4016-z,Terrestrial,Herpetofauna,0,0,QModel,Life History,Abiotic
270,10.1007/s00442-017-4041-y,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
271,10.1007/s00442-017-4041-y,Terrestrial,Plants,0,0,QModel,Morphological,Abiotic
272,10.1007/s00442-017-4053-7,Terrestrial,Birds,Climate Change,0,QModel,Life History,Abiotic
273,10.1007/s00442-017-4053-7,Terrestrial,Birds,Climate Change,0,QModel,Behavioural,Abiotic
274,10.1007/s00442-017-4053-7,Terrestrial,Birds,Climate Change,0,QModel,Physiological,Abiotic
275,10.1007/s00442-018-4074-x,Freshwater,Plants,0,0,Review,Morphological,Abiotic
276,10.1007/s00442-018-4074-x,Freshwater,Plants,0,0,Review,Morphological,Dispersal
277,10.1007/s00442-018-4162-y,Terrestrial,Plants,0,0,Observational,Morphological,Trophic
278,10.1007/s00442-018-4162-y,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
279,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,Observational,Life History,Abiotic
280,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,Observational,Life History,Biotic
281,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,QModel,Life History,Abiotic
282,10.1007/s00442-019-04386-0,Terrestrial,Plants,0,0,QModel,Life History,Biotic
283,10.1007/s004420000504,Freshwater,Fish,0,0,Observational,Life History,Abiotic
284,10.1007/s004420000504,Freshwater,Fish,0,0,Observational,Life History,Trophic
285,10.1007/s00468-011-0632-0,Terrestrial,Plants,0,0,Observational,Morphological,Abiotic
286,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Life History,Abiotic
287,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Life History,Biotic
288,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Morphological,Abiotic
289,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Morphological,Biotic
290,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Behavioural,Abiotic
291,10.1007/s10021-015-9875-8,Terrestrial,Birds,0,0,Observational,Behavioural,Biotic
292,10.1007/s10071-018-1209-8,Marine,Fish,0,0,Experiment,Behavioural,Trophic
293,10.1007/s10336-005-0011-y,Terrestrial,Birds,Climate Change,0,Observational,Life History,Abiotic
294,10.1007/s10452-015-9546-z,Freshwater,Other,0,0,Observational,Morphological,Abiotic
295,10.1007/s10452-016-9596-x,Freshwater,Plants,Global Change Broad,0,Review,Life History,Abiotic
296,10.1007/s10452-016-9596-x,Freshwater,Plants,Global Change Broad,0,Review,Life History,Biotic
297,10.1007/s10452-016-9597-9,Freshwater,Herpetofauna,0,0,Observational,Morphological,Dispersal
298,10.1007/s10452-016-9597-9,Freshwater,Herpetofauna,0,0,Observational,Morphological,Abiotic
299,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Physiological,Abiotic
300,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Physiological,Biotic
301,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Life History,Abiotic
302,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Life History,Biotic
303,10.1007/s10452-017-9634-3,Freshwater,Plankton,0,0,Observational,Morphological,Abiotic
